id	label
09.05	Beer, Wine & Spirits
09.06	Bento
09.07	Beverage Store
09.08	Breweries
09.09	Bubble Tea
09.10	Butcher
09.11	Patisserie/Cake Shop
09.12	Chimney Cakes
09.13	Churros
09.14	Cideries
09.15	Coffee & Tea
09.16	Coffee Roasteries
09.17	Coffee & Tea Supplies
09.18	Convenience Stores
09.19	CSA
09.20	Cupcakes
09.21	Custom Cakes
09.22	Delicatessen
09.23	Desserts
09.24	Distilleries
09.25	Do-It-Yourself Food
09.26	Donairs
09.27	Donuts
09.28	Parent Cafes
09.29	Empanadas
09.30	Ethic Grocery
09.31	Farmers Market
09.32	Fishmonger
09.33	Food Delivery Services
09.34	Food Trucks
09.35	Friterie
09.36	Gelato
09.37	Mulled Wine
09.38	Specialty Food
09.38.01	Candy Stores
09.38.02	Cheese Shops
09.38.03	Chocolatiers & Shops
09.38.04	Dagashi
09.38.05	Dried Fruit
09.38.06	Frozen Food
09.38.07	Health Markets
09.38.08	Herbs & Spices
09.38.09	Macarons
09.38.10	Fruits & Veggies
09.38.11	Meat Shops
09.38.12	Olive Oil
09.38.13	Pasta Shops
09.38.14	Popcorn Shops
09.38.15	Seafood Markets
09.38.16	Tofu Shops
09.39	Grocery
09.40	Hawker Centre
09.41	Honey
09.42	Ice Cream & Frozen Yogurt
09.43	Imported Food
09.44	Internet Cafes
09.45	International Grocery
09.46	Japanese Sweets
09.46.01	Taiyaki
09.47	Juice Bars & Smoothies
09.48	Kiosk
09.49	Kombucha
09.50	Milkshake Bars
09.51	Nasi Lemak
09.52	Organic Stores
09.53	Panzerotti
09.54	Piadina
09.55	Poke
09.56	Pretzels
09.57	Salumerie
09.58	Shaved Ice
09.59	Shaved Snow
09.60	Smokehouse
09.61	Street Vendors
09.62	Sugar Shacks
09.63	Tea Rooms
09.64	Torshi
09.65	Tortillas
09.66	Water Stores
09.67	Wineries
09.67.01	Wine Tasting Room
09.68	Zapiekanka
10	Health & Medical
10.01	Acupuncture
10.02	Animal Assisted Therapy
10.03	Assisted Living Facilities
10.04	Ayurveda
10.05	Behavior Analysts
10.06	Blood & Plasma Donation Centers
10.07	Counseling & Mental Health
10.07.01	Psychoanalysts
10.07.02	Psychologists
10.07.03	Psychotherapists
10.07.04	Sex Therapists
10.07.05	Sophrologists
10.07.06	Sports Psychologists
10.08	Cannabis Clinics
10.08.01	Cannabis Tours
10.09	Cannabis Collective
10.10	Medical Cannabis Referrals
10.11	Chiropractors
10.12	Colonics
10.13	Concierge Medicine
10.14	Cryotherapy
10.15	Dental Hygienists
10.15.01	Storefront Clinics
10.15.02	Mobile Clinics
10.16	Dentists
10.16.01	Cosmetic Dentists
10.16.02	Endodontists
10.16.03	General Dentistry
10.16.04	Oral Surgeons
10.16.05	Orthodontists
10.16.06	Pediatric Dentists
10.16.07	Periodontists
10.17	Diagnostic Services
10.17.01	Diagnostic Imaging
10.17.02	Laboratory Testing
10.18	Dialysis Clinics
10.19	Dietitians
10.20	Doulas
10.21	Emergency Rooms
10.22	Float Spa
10.23	Habilitative Services
10.24	Halfway Houses
10.25	Halotherapy
10.26	Health Insurance Offices
10.27	Hearing Aids
10.28	Hearing Aid Providers
10.29	Herbal Shops
10.30	Home Health Care
10.31	Hospice
10.32	Hospitals
10.33	Hydrotherapy
10.34	Hypnosis/Hypnotherapy
10.35	IV Hydration
10.36	Lactation Services
10.37	Laser Eye Surgery/Lasik
10.38	Lice Services
10.39	Massage Therapy
10.40	Medical Centers
10.40.01	Bulk Billing
10.40.02	Osteopaths
10.40.03	Walk-in Clinics
10.41	Medical Foot Care
10.42	Medical Spas
10.43	Medical Transportation
10.44	Midwives
10.45	Nurse Practitioner
10.46	Nutritionists
10.47	Occupational Therapy
10.48	Optometrists
10.49	Organ & Tissue Donor Services
10.50	Orthotics
10.51	Oxygen Bars
10.52	Personal Care Services
10.53	Pharmacy
10.54	Physical Therapy
10.55	Doctors
10.55.01	Addiction Medicine
10.55.02	Allergists
10.55.03	Anesthesiologists
10.55.04	Audiologist
10.55.05	Cardiologists
10.55.06	Cosmetic Surgeons
10.55.07	Dermatologists
10.55.08	Ear Nose & Throat
10.55.09	Emergency Medicine
10.55.10	Endocrinologists
10.55.11	Family Practice
10.55.12	Fertility
10.55.13	Gastroenterologist
10.55.14	Geneticists
10.55.15	Gerontologists
10.55.16	Hepatologists
10.55.17	Homeopathic
10.55.18	Hospitalists
10.55.19	Immunodermatologists
10.55.20	Infectious Disease Specialists
10.55.21	Internal Medicine
10.55.22	Naturopathic/Holistic
10.55.23	Nephrologists
10.55.24	Neurologist
10.55.25	Neuropathologists
10.55.26	Neurotologists
10.55.27	Obstetricians & Gynecologists
10.55.28	Oncologist
10.55.29	Ophthalmologists
10.55.30	Orthopedists
10.55.31	Osteopathic Physicians
10.55.32	Otologists
10.55.33	Pain Management
10.55.34	Pathologists
10.55.35	Pediatricians
10.55.36	Phlebologists
10.55.37	Podiatrists
10.55.38	Preventive Medicine
10.55.39	Proctologists
10.55.40	Psychiatrists
10.55.41	Pulmonologist
10.55.42	Radiologists
10.55.43	Rheumatologists
10.55.44	Spine Surgeons
10.55.45	Sports Medicine
10.55.46	Surgeons
10.55.47	Tattoo Removal
10.55.48	Toxicologists
10.55.49	Undersea/Hyperbaric Medicine
10.55.50	Urologists
10.55.51	Vascular Medicine
10.56	Placenta Encapsulations
10.57	Prenatal/Perinatal Care
10.58	Prosthetics
10.59	Prosthodontists
10.60	Psychotechnical Tests
10.61	Reflexology
10.62	Rehabilitation Center
10.63	Reiki
10.64	Retirement Homes
10.65	Saunas
10.66	Skilled Nursing
10.67	Sleep Specialists
10.68	Speech Therapists
10.69	Sperm Clinic
10.70	Traditional Chinese Medicine
10.70.01	Tui Na
10.71	Urgent Care
10.72	Weight Loss Centers
11	Home Services
11.01	Artificial Turf
11.02	Shades & Blinds
11.03	Building Supplies
11.04	Cabinetry
11.05	Carpenters
11.06	Carpeting
11.07	Carpet Installation
11.08	Childproofing
11.09	Chimney Sweeps
11.10	Contractors
11.11	Countertop Installation
11.12	Damage Restoration
11.13	Decks & Railing
11.14	Demolition Services
11.15	Door Sales/Installation
11.16	Drywall Installation & Repair
11.17	Electricians
11.18	Excavation Services
11.19	Fences & Gates
11.20	Fireplace Services
11.21	Fire Protection Services
11.22	Firewood
11.23	Flooring
11.24	Foundation Repair
11.25	Furniture Assembly
11.26	Garage Door Services
11.27	Gardeners
11.28	Glass & Mirrors
11.29	Gutter Services
11.30	Handyman
11.31	Home Inspectors
11.32	Home Organization
11.33	Home Automation
11.34	Home Cleaning
11.35	Home Energy Auditors
11.36	Home Network Installation
11.37	Home Theatre Installation
11.38	Home Window Tinting
11.39	House Sitters
11.40	Heating & Air Conditioning/HVAC
11.41	Insulation Installation
11.42	Interior Design
11.43	Irrigation
11.44	Internet Service Providers
11.45	Landscape Architects
11.46	Landscaping
11.47	Lighting Fixtures & Equipment
11.48	Keys & Locksmiths
11.49	Masonry/Concrete
11.50	Mobile Home Repair
11.51	Movers
11.52	Packing Services
11.53	Painters
11.54	Patio Coverings
11.55	Plumbing
11.55.01	Backflow Services
11.56	Pool Cleaners
11.57	Pool & Hot Tub Service
11.58	Pressure Washers
11.59	Real Estate
11.59.01	Apartments
11.59.02	Art Space Rentals
11.59.03	Commercial Real Estate
11.59.04	Condominiums
11.59.05	Estate Liquidation
11.59.06	Home Developers
11.59.07	Homeowner Association
11.59.08	Home Staging
11.59.09	Housing Cooperatives
11.59.10	Kitchen Incubators
11.59.11	Mobile Home Dealers
11.59.12	Mobile Home Parks
11.59.13	Mortgage Brokers
11.59.14	Property Management
11.59.15	Real Estate Agents
11.59.16	Real Estate Services
11.59.16.01	Real Estate Photography
11.59.16.02	Land Surveying
11.59.17	Shared Office Spaces
11.59.18	University Housing
11.60	Refinishing Services
11.61	Roofing
11.62	Roof Inspectors
11.63	Sauna Installation & Repair
11.64	Holiday Decorating Services
11.65	Security Systems
11.66	Shutters
11.67	Solar Installation
11.68	Solar Panel Cleaning
11.69	Structural Engineers
11.70	Stucco Services
11.71	Television Service Providers
11.72	Tiling
11.73	Tree Services
11.74	Utilities
11.75	Vinyl Siding
11.76	Wallpapering
11.77	Water Heater Installation/Repair
11.78	Waterproofing
11.79	Water Purification Services
11.80	Windows Installation
11.81	Window Washing
12	Hotels & Travel
12.01	Airports
12.01.01	Airport Terminals
12.02	Bed & Breakfast
12.03	Campgrounds
12.04	Car Rental
12.05	Guest Houses
12.06	Health Retreats
12.07	Hostels
12.08	Hotels
12.08.01	Agriturismi
12.08.02	Mountain Huts
12.08.03	Pensions
12.08.04	Residences
12.08.05	Rest Stops
12.08.06	Ryokan
12.09	Motorcycle Rental
12.10	Resorts
12.11	RV Parks
12.12	RV Rental
12.13	Ski Resorts
12.14	Tours
12.14.01	Aerial Tours
12.14.02	Architectural Tours
12.14.03	Art Tours
12.14.04	Beer Tours
12.14.05	Boat Tours
12.14.06	Bus Tours
12.14.07	Food Tours
12.14.08	Historical Tours
12.14.09	Scooter Tours
12.14.10	Walking Tours
12.14.11	Whale Watching Tours
12.14.12	Wine Tours
12.15	Train Stations
12.16	Transportation
12.16.01	Airlines
12.16.02	Airport Shuttles
12.16.03	Bike Sharing
12.16.04	Buses
12.16.05	Bus Stations
12.16.06	Cable Cars
12.16.07	Dolmus Station
12.16.08	Ferries
12.16.09	Limos
12.16.10	Metro Stations
12.16.11	Pedicabs
12.16.12	Private Jet Charter
12.16.13	Public Transportation
12.16.14	Shared Taxis
12.16.15	Taxis
12.16.16	Town Car Service
12.16.17	Trains
12.16.18	Water Taxis
12.17	Travel Services
12.17.01	Luggage Storage
12.17.02	Passport & Visa Services
12.17.03	Travel Agents
12.17.04	Visitor Centers
12.18	Vacation Rentals
12.19	Vacation Rental Agents
13	Local Flavor
13.01	Parklets
13.02	Public Art
13.03	Unofficial Yelp Events
13.04	Yelp Events
14	Local Services
14.01	3D Printing
14.02	Adoption Services
14.03	Air Duct Cleaning
14.04	Appraisal Services
14.05	Art Restoration
14.06	Awnings
14.07	Bail Bondsmen
14.08	Bike Repair/Maintenance
14.09	Bookbinding
14.10	Bus Rental
14.11	Calligraphy
14.12	Carpet Cleaning
14.13	Child Care & Day Care
14.14	Clock Repair
14.15	Community Book Box
14.16	Community Gardens
14.17	Printing Services
14.18	Couriers & Delivery Services
14.19	Crane Services
14.20	Dry Cleaning & Laundry
14.21	Elder Care Planning
14.22	Electronics Repair
14.23	Engraving
14.24	Environmental Abatement
14.25	Environmental Testing
14.26	Farm Equipment Repair
14.27	Fingerprinting
14.28	Forestry
14.29	Funeral Services & Cemeteries
14.29.01	Cremation Services
14.29.02	Mortuary Services
14.30	Furniture Repair
14.31	Generator Installation/Repair
14.32	Gestorias
14.33	Hazardous Waste Disposal
14.34	Appliances & Repair
14.35	Hydro-jetting
14.36	Ice Delivery
14.37	Internet Booths & Calling Centers
14.38	IT Services & Computer Repair
14.38.01	Data Recovery
14.38.02	Mobile Phone Repair
14.38.03	Telecommunications
14.39	Jewelry Repair
14.40	Junk Removal & Hauling
14.40.01	Dumpster Rental
14.41	Junkyards
14.42	Knife Sharpening
14.43	Laundry Services
14.43.01	Dry Cleaning
14.43.02	Laundromat
14.44	Machine & Tool Rental
14.45	Machine Shops
14.46	Mailbox Centers
14.47	Metal Fabricators
14.48	Musical Instrument Services
14.48.01	Guitar Stores
14.48.02	Piano Services
14.48.03	Piano Stores
14.49	Nanny Services
14.50	Community Service/Non-Profit
14.50.01	Food Banks
14.50.02	Homeless Shelters
14.51	Notaries
14.52	Pest Control
14.53	Powder Coating
14.54	Propane
14.55	Record Labels
14.56	Recording & Rehearsal Studios
14.57	Recycling Center
14.58	Furniture Rental
14.59	Furniture Reupholstery
14.60	Sandblasting
14.61	Screen Printing/T-Shirt Printing
14.62	Screen Printing
14.63	Self Storage
14.64	Septic Services
14.65	Sewing & Alterations
14.66	Shipping Centers
14.67	Shoe Repair
14.68	Shoe Shine
14.69	Snow Removal
14.70	Snuggle Services
14.71	TV Mounting
14.72	Watch Repair
14.73	Water Delivery
14.74	Well Drilling
14.75	Wildlife Control
14.76	Youth Club
15	Mass Media
15.01	Print Media
15.02	Radio Stations
15.03	Television Stations
16	Nightlife
16.01	Adult Entertainment
16.02	Bar Crawl
16.03	Bars
16.03.01	Absinthe Bars
16.03.02	Airport Lounges
16.03.03	Beach Bars
16.03.04	Beer Bar
16.03.05	Champagne Bars
16.03.06	Cocktail Bars
16.03.07	Dive Bars
16.03.08	Drive-Thru Bars
16.03.09	Gay Bars
16.03.10	Hookah Bars
16.03.11	Hotel bar
16.03.12	Irish Pub
16.03.13	Lounges
16.03.14	Pubs
16.03.15	Pulquerias
16.03.16	Sake Bars
16.03.17	Speakeasies
16.03.18	Sports Bars
16.03.19	Tabac
16.03.20	Tiki Bars
16.03.21	Vermouth Bars
16.03.22	Whiskey Bars
16.03.23	Wine Bars
16.04	Beer Gardens
16.05	Club Crawl
16.06	Coffeeshops
16.07	Comedy Clubs
16.08	Country Dance Halls
16.09	Dance Clubs
16.10	Dance Restaurants
16.11	Fasil Music
16.12	Jazz & Blues
16.13	Karaoke
16.14	Music Venues
16.15	Piano Bars
16.16	Pool Halls
17	Pets
17.01	Animal Shelters
17.02	Horse Boarding
17.03	Pet Adoption
17.04	Pet Services
17.04.01	Holistic Animal Care
17.04.02	Animal Physical Therapy
17.04.03	Aquarium Services
17.04.04	Dog Walkers
17.04.05	Emergency Pet Hospital
17.04.06	Farriers
17.04.07	Pet Groomers
17.04.08	Pet Boarding/Pet Sitting
17.04.09	Pet Training
17.04.10	Pet Breeders
17.04.11	Pet Cremation Services
17.04.12	Pet Hospice
17.04.13	Pet Insurance
17.04.14	Pet Photography
17.04.15	Pet Transportation
17.05	Pet Stores
17.05.01	Bird Shops
17.05.02	Local Fish Stores
17.05.03	Reptile Shops
17.06	Veterinarians
18	Professional Services
18.01	Accountants
18.02	Advertising
18.03	Architects
18.04	Billing Services
18.05	Boat Repair
18.06	Bookkeepers
18.07	Business Consulting
18.08	Career Counseling
18.09	Commissioned Artists
18.10	Customs Brokers
18.11	Digitizing Services
18.12	Duplication Services
18.13	Editorial Services
18.14	Employment Agencies
18.15	Feng Shui
18.16	Graphic Design
18.17	Indoor Landscaping
18.18	Internet Service Providers
18.19	Lawyers
18.19.01	Bankruptcy Law
18.19.02	Business Law
18.19.03	Contract Law
18.19.04	Criminal Defense Law
18.19.05	Disability Law
18.19.06	Divorce & Family Law
18.19.07	DUI Law
18.19.08	Employment Law
18.19.09	Entertainment Law
18.19.10	Estate Planning Law
18.19.10.01	Wills, Trusts, & Probates
18.19.11	General Litigation
18.19.12	Immigration Law
18.19.13	IP & Internet Law
18.19.14	Medical Law
18.19.15	Personal Injury Law
18.19.16	Real Estate Law
18.19.17	Social Security Law
18.19.18	Tax Law
18.19.19	Traffic Ticketing Law
18.19.20	Workers Compensation Law
18.20	Legal Services
18.20.01	Court Reporters
18.20.02	Process Servers
18.21	Life Coach
18.22	Marketing
18.23	Matchmakers
18.24	Mediators
18.25	Music Production Services
18.26	Office Cleaning
18.27	Patent Law
18.28	Payroll Services
18.29	Personal Assistants
18.30	Private Investigation
18.31	Product Design
18.32	Public Relations
18.33	Security Services
18.34	Shredding Services
18.35	Signmaking
18.36	Software Development
18.37	Talent Agencies
18.38	Taxidermy
18.39	Tenant and Eviction Law
18.40	Translation Services
18.41	Video/Film Production
18.42	Web Design
18.43	Wholesalers
18.43.01	Restaurant Supplies
19	Public Services & Government
19.01	Authorized Postal Representative
19.02	Civic Center
19.03	Community Centers
19.04	Courthouses
19.05	Departments of Motor Vehicles
19.06	Embassy
19.07	Fire Departments
19.08	Landmarks & Historical Buildings
19.09	Libraries
19.10	Municipality
19.11	Police Departments
19.12	Post Offices
19.13	Registry Office
19.14	Tax Office
19.15	Town Hall
20	Religious Organizations
20.01	Afro-Brazilian
20.02	Buddhist Temples
20.03	Churches
20.04	Hindu Temples
20.05	Mosques
20.06	Shrines
20.07	Spiritism
20.08	Synagogues
20.09	Taoist Temples
21	Restaurants
21.01	Afghan
21.02	African
21.02.01	Senegalese
21.02.02	South African
21.03	Andalusian
21.04	Arabian
21.04.01	Arab Pizza
21.05	Argentine
21.06	Armenian
21.07	Asian Fusion
21.08	Asturian
21.09	Australian
21.10	Austrian
21.100	Kurdish
21.101	Laos
21.102	Laotian
21.103	Latin American
21.103.01	Colombian
21.103.02	Salvadoran
21.103.03	Venezuelan
21.104	Lyonnais
21.105	Malaysian
21.105.01	Mamak
21.105.02	Nyonya
21.106	Meatballs
21.107	Mediterranean
21.107.01	Falafel
21.108	Mexican
21.108.01	Eastern Mexican
21.108.02	Jaliscan
21.108.03	Northern Mexican
21.108.04	Oaxacan
21.108.05	Pueblan
21.108.06	Tacos
21.108.07	Tamales
21.108.08	Yucatan
21.109	Middle Eastern
21.109.01	Egyptian
21.109.02	Lebanese
21.11	Baguettes
21.110	Milk Bars
21.111	Modern Australian
21.112	Modern European
21.113	Mongolian
21.114	Moroccan
21.115	American (New)
21.116	Canadian (New)
21.117	New Mexican Cuisine
21.118	New Zealand
21.119	Nicaraguan
21.12	Bangladeshi
21.120	Night Food
21.121	Nikkei
21.122	Noodles
21.123	Norcinerie
21.124	Traditional Norwegian
21.125	Open Sandwiches
21.126	Oriental
21.127	Pakistani
21.128	Pan Asian
21.129	Parma
21.13	Basque
21.130	Persian/Iranian
21.131	Peruvian
21.132	PF/Comercial
21.133	Pita
21.134	Pizza
21.135	Polish
21.135.01	Pierogis
21.136	Pop-Up Restaurants
21.137	Portuguese
21.137.01	Alentejo
21.137.02	Algarve
21.137.03	Azores
21.137.04	Beira
21.137.05	Fado Houses
21.137.06	Madeira
21.137.07	Minho
21.137.08	Ribatejo
21.137.09	Tras-os-Montes
21.138	Potatoes
21.139	Poutineries
21.14	Bavarian
21.140	Pub Food
21.141	Live/Raw Food
21.142	Rice
21.143	Romanian
21.144	Rotisserie Chicken
21.145	Rumanian
21.146	Russian
21.147	Salad
21.148	Sandwiches
21.149	Scandinavian
21.15	Barbeque
21.150	Schnitzel
21.151	Scottish
21.152	Seafood
21.153	Serbo Croatian
21.154	Signature Cuisine
21.155	Singaporean
21.156	Slovakian
21.157	Soul Food
21.158	Soup
21.159	Southern
21.16	Beer Garden
21.160	Spanish
21.160.01	Arroceria / Paella
