id_medic	tags
3400921620726	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.2 VALSARTAN ET DIURETIQUES', '3.8.4.1.2.5 VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 MG/25 MG CPR 30']"
3400921621266	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.2 VALSARTAN ET DIURETIQUES', '3.8.4.1.2.6 VALSARTAN/HYDROCHLOROTHIAZIDE CRISTERS 160 MG/25 MG CPR 90']"
3400921625929	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.1 LEVETIRACETAM TEVA 250 MG CPR 60']
3400921626001	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.2 LEVETIRACETAM TEVA 500 MG CPR 60']
3400921626179	['10 Syst\xe8me nerveux', '10.3 ANTIEPILEPTIQUES', '10.3.1 ANTIEPILEPTIQUES', '10.3.1.7 AUTRES ANTIEPILEPTIQUES', '10.3.1.7.4 LEVETIRACETAM', '10.3.1.7.4.3 LEVETIRACETAM TEVA 1000 MG CPR 60']
3400921633382	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.5 ESOMEPRAZOLE', '1.2.2.3.5.4 ESOMEPRAZOLE ARROW 20 MG CPR GASTRORESISTANT 7']"
3400921633443	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.5 ESOMEPRAZOLE', '1.2.2.3.5.5 ESOMEPRAZOLE ARROW 20 MG CPR GASTRORESISTANT 14']"
3400921633672	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.5 ESOMEPRAZOLE', '1.2.2.3.5.6 ESOMEPRAZOLE ARROW 20 MG CPR GASTRORESISTANT 28']"
3400921634792	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.5 ESOMEPRAZOLE', '1.2.2.3.5.7 ESOMEPRAZOLE ARROW 40 MG CPR GASTRORESISTANT 14']"
3400921634914	"['1 Syst\xe8me digestif et m\xe9tabolisme', ""1.2 MEDICAMENTS POUR LES TROUBLES DE L'ACIDITE"", ""1.2.2 MEDICAMENTS POUR L'ULC\xc8RE PEPTIQUE ET LE REFLUX GASTRO-OESOPHAGIEN (RGO)"", '1.2.2.3 INHIBITEURS DE LA POMPE A PROTONS', '1.2.2.3.5 ESOMEPRAZOLE', '1.2.2.3.5.8 ESOMEPRAZOLE ARROW 40 MG CPR GASTRORESISTANT 28']"
3400921636116	['8 Antin\xe9oplasiques et agents immu', '8.2 THERAPEUTIQUE ENDOCRINE', '8.2.2 ANTIHORMONES ET APPARENTES', '8.2.2.3 INHIBITEURS ENZYMATIQUES', '8.2.2.3.2 LETROZOLE', '8.2.2.3.2.1 LETROZOLE CRISTERS 2,5 MG CPR 30']
3400921643497	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.1 LOSARTAN ET DIURETIQUES', '3.8.4.1.1.1 LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 100 MG/12,5 MG CPR 28']"
3400921644098	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.4 ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION"", ""3.8.4.1 ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES"", '3.8.4.1.1 LOSARTAN ET DIURETIQUES', '3.8.4.1.1.2 LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN PHARMA 100 MG/12,5 MG CPR 90']"
3400921650181	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.1 ATORVASTATINE ZENTIVA 80 MG CPR 30']"
3400921653663	"['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.4 MEDICAMENTS UROLOGIQUES', ""5.4.2 MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE"", '5.4.2.1 ALPHA-BLOQUANTS', '5.4.2.1.1 DOXAZOSINE', '5.4.2.1.1.1 DOXAZOSINE MYLAN LP 4 MG CPR 28']"
3400921654783	['8 Antin\xe9oplasiques et agents immu', '8.2 THERAPEUTIQUE ENDOCRINE', '8.2.2 ANTIHORMONES ET APPARENTES', '8.2.2.3 INHIBITEURS ENZYMATIQUES', '8.2.2.3.3 EXEMESTANE', '8.2.2.3.3.1 EXEMESTANE RANBAXY 25 MG CPR 30']
3400921655674	"['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.4 MEDICAMENTS UROLOGIQUES', ""5.4.2 MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE"", '5.4.2.1 ALPHA-BLOQUANTS', '5.4.2.1.1 DOXAZOSINE', '5.4.2.1.1.2 DOXAZOSINE ACTAVIS LP 8 MG CPR 28']"
3400921656794	"['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.4 MEDICAMENTS UROLOGIQUES', ""5.4.2 MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE"", '5.4.2.1 ALPHA-BLOQUANTS', '5.4.2.1.1 DOXAZOSINE', '5.4.2.1.1.3 DOXAZOSINE MYLAN LP 8 MG CPR 28']"
3400921658286	"['4 Dermatologie', '4.5 CORTICOIDES, PREPARATIONS DERMATOLOGIQUES', '4.5.1 CORTICOIDES NON ASSOCIES', ""4.5.1.3 COSTICOSTEROIDES D'ACTIVITE TRES FORTE (GROUPE IV)"", '4.5.1.3.1 CLOBETASOL', '4.5.1.3.1.1 CLARELUX 500 MCG/G MOUSSE APPL CUT FL 1/100 G']"
3400921659177	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4 AUTRES ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4.6 DESLORATADINE', '12.4.1.4.6.1 DESLORATADINE MYLAN PHARMA 5 MG CPR 15']
3400921659528	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4 AUTRES ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4.6 DESLORATADINE', '12.4.1.4.6.2 DESLORATADINE MYLAN PHARMA 5 MG CPR 30']
3400921659696	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.3 MEDICAMENTS DE LA DEMENCE', '10.6.3.1 ANTICHOLINESTERASIQUES', '10.6.3.1.1 DONEPEZIL', '10.6.3.1.1.1 DONEPEZIL BIOGARAN 5 MG CPR 28']
3400921659986	['10 Syst\xe8me nerveux', '10.6 PSYCHOANALEPTIQUES', '10.6.3 MEDICAMENTS DE LA DEMENCE', '10.6.3.1 ANTICHOLINESTERASIQUES', '10.6.3.1.1 DONEPEZIL', '10.6.3.1.1.2 DONEPEZIL BIOGARAN 10 MG CPR 28']
3400921661477	['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.3 HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE', '5.3.1 CONTRACEPTIFS HORMONAUX A USAGE SYSTEMIQUE', '5.3.1.3 PROGESTATIFS', '5.3.1.3.2 DESOGESTREL', '5.3.1.3.2.1 DESOGESTREL MYLAN 75 MCG CPR 28']
3400921661538	['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.3 HORMONES SEXUELLES ET MODULATEURS DE LA FONCTION GENITALE', '5.3.1 CONTRACEPTIFS HORMONAUX A USAGE SYSTEMIQUE', '5.3.1.3 PROGESTATIFS', '5.3.1.3.2 DESOGESTREL', '5.3.1.3.2.2 DESOGESTREL MYLAN 75 MCG CPR 84']
3400921662078	['4 Dermatologie', '4.1 ANTIFONGIQUES A USAGE DERMATOLOGIQUE', '4.1.1 ANTIFONGIQUES A USAGE TOPIQUE', '4.1.1.2 AUTRES ANTIFONGIQUES A USAGE TOPIQUE', '4.1.1.2.3 AMOROLFINE', '4.1.1.2.3.1 AMOROLFINE RANBAXY 5% VERNIS A ONGLES MEDIC 1/2,5 ML']
3400921663020	['4 Dermatologie', '4.1 ANTIFONGIQUES A USAGE DERMATOLOGIQUE', '4.1.1 ANTIFONGIQUES A USAGE TOPIQUE', '4.1.1.2 AUTRES ANTIFONGIQUES A USAGE TOPIQUE', '4.1.1.2.3 AMOROLFINE', '4.1.1.2.3.2 AMOROLFINE CRISTERS 5 % VERNIS A ONGLES MEDIC 1/2,5 ML']
3400921664959	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.2 ATORVASTATINE ISOMED 20 MG CPR 90']"
3400921666441	"['3 Syst\xe8me cardio-vasculaire', '3.9 AGENTS MODIFIANT LES LIPIDES', '3.9.1 AGENTS MODIFIANT LES LIPIDES NON ASSOCIES', ""3.9.1.1 INHIBITEURS DE L'HMG-COA REDUCTASE"", '3.9.1.1.4 ATORVASTATINE', '3.9.1.1.4.3 ATORVASTATINE ISOMED 80 MG CPR 90']"
3400921673074	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.1 ALLOPURINOL ZENTIVA 100 MG CPR 28']"
3400921675894	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.2 ALLOPURINOL ZENTIVA 200 MG CPR 28']"
3400921676266	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.3 ALLOPURINOL ZENTIVA 300 MG CPR 28']"
3400921676327	['8 Antin\xe9oplasiques et agents immu', '8.4 IMMUNOSUPPRESSEURS', '8.4.1 IMMUNOSUPPRESSEURS', '8.4.1.2 INHIBITEURS DU FACTEUR NECROSANT DES TUMEURS ALFA (TNF-a)', '8.4.1.2.1 ETANERCEPT', '8.4.1.2.1.1 ENBREL 10 MG PDRE SOLV SOL INJ 4']
3400921677447	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.4 ALLOPURINOL RATIOPHARM 100 MG CPR 28']"
3400921678918	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.5 ALLOPURINOL RATIOPHARM 200 MG CPR 28']"
3400921680058	"['9 Syst\xe8me musculo-squelettique', '9.4 ANTIGOUTTEUX', '9.4.1 ANTIGOUTTEUX', ""9.4.1.1 INHIBITEURS DE LA SYNTHESE DE L'ACIDE URIQUE"", '9.4.1.1.1 ALLOPURINOL', '9.4.1.1.1.6 ALLOPURINOL RATIOPHARM 300 MG CPR 28']"
3400921686951	['3 Syst\xe8me cardio-vasculaire', '3.6 BETABLOQUANTS', '3.6.1 BETABLOQUANTS', '3.6.1.2 BETABLOQUANTS, SELECTIFS', '3.6.1.2.2 ATENOLOL', '3.6.1.2.2.1 ATENOLOL ZENTIVA 50 MG CPR SEC 30']
3400921687262	['3 Syst\xe8me cardio-vasculaire', '3.6 BETABLOQUANTS', '3.6.1 BETABLOQUANTS', '3.6.1.2 BETABLOQUANTS, SELECTIFS', '3.6.1.2.2 ATENOLOL', '3.6.1.2.2.2 ATENOLOL ZENTIVA 50 MG CPR SEC 90']
3400921687491	"['5 Syst\xe8me g\xe9nito-urinaire et horm', '5.4 MEDICAMENTS UROLOGIQUES', ""5.4.2 MEDICAMENTS UTILISES DANS L'HYPERTROPHIE BENIGNE DE LA PROSTATE"", '5.4.2.1 ALPHA-BLOQUANTS', '5.4.2.1.2 ALFUZOSINE', '5.4.2.1.2.1 ALFUZOSINE ISOMED LP 10 MG CPR 30']"
3400921687552	['8 Antin\xe9oplasiques et agents immu', '8.1 ANTINEOPLASIQUES', '8.1.5 AUTRES ANTINEOPLASIQUES', '8.1.5.3 INHIBITEURS DE PROTEINE KINASE', '8.1.5.3.8 NILOTINIB', '8.1.5.3.8.1 TASIGNA 200 MG GELULE 28']
3400921687613	['8 Antin\xe9oplasiques et agents immu', '8.1 ANTINEOPLASIQUES', '8.1.5 AUTRES ANTINEOPLASIQUES', '8.1.5.3 INHIBITEURS DE PROTEINE KINASE', '8.1.5.3.8 NILOTINIB', '8.1.5.3.8.2 TASIGNA 200 MG GELULE 112']
3400921687781	"['6 Hormones syst\xe9miques, \xe0 l exclu', '6.1 HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES', ""6.1.1 HORMONES DE L'ANTE HYPOPHYSE ET ANALOGUES"", '6.1.1.2 SOMATROPINE ET AGONISTES DE LA SOMATROPINE', '6.1.1.2.1 SOMATROPINE', '6.1.1.2.1.1 OMNITROPE 15 MG/1,5 ML SOL INJ CARTOUCHE 1/1,5 ML']"
3400921687842	"['6 Hormones syst\xe9miques, \xe0 l exclu', '6.1 HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES', ""6.1.1 HORMONES DE L'ANTE HYPOPHYSE ET ANALOGUES"", '6.1.1.2 SOMATROPINE ET AGONISTES DE LA SOMATROPINE', '6.1.1.2.1 SOMATROPINE', '6.1.1.2.1.2 OMNITROPE 15 MG/1,5 ML SOL INJ CARTOUCHE 5/1,5 ML']"
3400921687903	"['6 Hormones syst\xe9miques, \xe0 l exclu', '6.1 HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES', ""6.1.1 HORMONES DE L'ANTE HYPOPHYSE ET ANALOGUES"", '6.1.1.2 SOMATROPINE ET AGONISTES DE LA SOMATROPINE', '6.1.1.2.1 SOMATROPINE', '6.1.1.2.1.3 OMNITROPE 15 MG/1,5 ML SOL INJ CARTOUCHE 10/1,5 ML']"
3400921689273	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", ""3.8.1.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", '3.8.1.1.4 PERINDOPRIL', '3.8.1.1.4.1 PERINDOPRIL EVOLUGEN 2 MG CPR 30']"
3400921689914	['12 Syst\xe8me respiratoire', '12.4 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1 ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4 AUTRES ANTIHISTAMINIQUES A USAGE SYSTEMIQUE', '12.4.1.4.3 EBASTINE', '12.4.1.4.3.1 EBASTINE TEVA 10 MG CPR DISP 30']
3400921690682	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", ""3.8.1.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", '3.8.1.1.4 PERINDOPRIL', '3.8.1.1.4.2 PERINDOPRIL EVOLUGEN 4 MG CPR SEC 30']"
3400921691115	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.1 OLANZAPINE BLUEFISH 5 MG CPR DISP 28']
3400921691924	['10 Syst\xe8me nerveux', '10.2 ANALGESIQUES', '10.2.3 ANTIMIGRAINEUX', '10.2.3.2 AGONISTES SELECTIFS DES RECEPTEURS 5HT1', '10.2.3.2.4 RIZATRIPTAN', '10.2.3.2.4.1 RIZATRIPTAN EG 5 MG CPR 12']
3400921692525	['10 Syst\xe8me nerveux', '10.2 ANALGESIQUES', '10.2.3 ANTIMIGRAINEUX', '10.2.3.2 AGONISTES SELECTIFS DES RECEPTEURS 5HT1', '10.2.3.2.4 RIZATRIPTAN', '10.2.3.2.4.2 RIZATRIPTAN EG 10 MG CPR 12']
3400921693065	['10 Syst\xe8me nerveux', '10.2 ANALGESIQUES', '10.2.3 ANTIMIGRAINEUX', '10.2.3.2 AGONISTES SELECTIFS DES RECEPTEURS 5HT1', '10.2.3.2.4 RIZATRIPTAN', '10.2.3.2.4.3 RIZATRIPTAN EG 10 MG CPR DISP 6']
3400921693126	['10 Syst\xe8me nerveux', '10.2 ANALGESIQUES', '10.2.3 ANTIMIGRAINEUX', '10.2.3.2 AGONISTES SELECTIFS DES RECEPTEURS 5HT1', '10.2.3.2.4 RIZATRIPTAN', '10.2.3.2.4.4 RIZATRIPTAN EG 10 MG CPR DISP 12']
3400921693416	['10 Syst\xe8me nerveux', '10.5 PSYCHOLEPTIQUES', '10.5.1 ANTIPSYCHOTIQUES', '10.5.1.7 DIAZEPINES, OXAZEPINES ET THIAZEPINES', '10.5.1.7.3 OLANZAPINE', '10.5.1.7.3.2 OLANZAPINE BLUEFISH 10 MG CPR DISP 28']
3400921694017	"['3 Syst\xe8me cardio-vasculaire', '3.8 MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE', ""3.8.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", ""3.8.1.1 INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES"", '3.8.1.1.4 PERINDOPRIL', '3.8.1.1.4.3 PERINDOPRIL EVOLUGEN 8 MG CPR 30']"
