VOTEID	VOTE_DATE_DETAILED	VOTE_DATE	DOSSIERID	PROCEDURE_TITLE	ISSUE_TYPE	PROCEDURE_SUBJECT	COMMITTEE	PROCEDURE_TYPE	PROCEDURE_SUBTYPE	EP_ID	NAME_FULL	COUNTRY	NATIONAL_PARTY	GROUPE_ID	GENDER	BIRTHDATE	GEOSIZE	POP16	POP16_PERCENTAGE	GDP_BILLIONS	LANGUAGES	POLITICAL_SYS	NB_SEATS_IN_EU	CURRENCY	SCHENGEN_MEMBER	SCHENGEN_MEMBER_SINCE	EU_MEMBER_SINCE	USER_VOTE
53677	2015-05-21 12:19:23	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 15/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(1.0, 37.0, 0.0)
53682	2015-05-21 12:19:51	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 18	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 36.0, 1.0)
78102	2017-03-16 12:12:56	53.0	56a2dc7fd1d1c53cc5000006	Constitutional, legal and institutional implications of a common security and defence policy: possibilities offered by the Lisbon Treaty	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.30 Treaties in general', '8.50.01 Implementation of EU law']	CJ20	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(2.0, 37.0, 3.0)
53674	2015-05-21 12:19:04	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 13/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 38.0, 0.0)
53678	2015-05-21 12:19:37	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 17	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(1.0, 37.0, 0.0)
53744	2015-05-21 12:21:12	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 35.0, 1.0)
53684	2015-05-21 12:20:57	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 28	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 38.0, 0.0)
53683	2015-05-21 12:20:45	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 20	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 38.0, 0.0)
53668	2015-05-21 12:18:08	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 3/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 37.0, 1.0)
53681	2015-05-21 12:20:31	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 19/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	Verts/ALE	(0.0, 37.0, 1.0)
53677	2015-05-21 12:19:23	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 15/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 2.0, 144.0)
53682	2015-05-21 12:19:51	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 18	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 0.0, 147.0)
78102	2017-03-16 12:12:56	53.0	56a2dc7fd1d1c53cc5000006	Constitutional, legal and institutional implications of a common security and defence policy: possibilities offered by the Lisbon Treaty	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.30 Treaties in general', '8.50.01 Implementation of EU law']	CJ20	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(3.0, 1.0, 151.0)
53674	2015-05-21 12:19:04	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 13/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(1.0, 0.0, 146.0)
53678	2015-05-21 12:19:37	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 17	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(1.0, 0.0, 146.0)
53744	2015-05-21 12:21:12	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 0.0, 143.0)
53684	2015-05-21 12:20:57	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 28	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 3.0, 143.0)
53683	2015-05-21 12:20:45	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 20	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(1.0, 3.0, 140.0)
53668	2015-05-21 12:18:08	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 3/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 0.0, 144.0)
53681	2015-05-21 12:20:31	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 19/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	PPE	(0.0, 0.0, 147.0)
53677	2015-05-21 12:19:23	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 15/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53682	2015-05-21 12:19:51	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 18	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 34.0, 0.0)
78102	2017-03-16 12:12:56	53.0	56a2dc7fd1d1c53cc5000006	Constitutional, legal and institutional implications of a common security and defence policy: possibilities offered by the Lisbon Treaty	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.30 Treaties in general', '8.50.01 Implementation of EU law']	CJ20	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 34.0, 0.0)
53674	2015-05-21 12:19:04	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 13/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(1.0, 34.0, 0.0)
53678	2015-05-21 12:19:37	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 17	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53744	2015-05-21 12:21:12	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53684	2015-05-21 12:20:57	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 28	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 34.0, 0.0)
53683	2015-05-21 12:20:45	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 20	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53668	2015-05-21 12:18:08	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 3/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53681	2015-05-21 12:20:31	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 19/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	GUE/NGL	(0.0, 35.0, 0.0)
53677	2015-05-21 12:19:23	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 15/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(3.0, 1.0, 16.0)
53682	2015-05-21 12:19:51	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 18	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 17.0, 2.0)
78102	2017-03-16 12:12:56	53.0	56a2dc7fd1d1c53cc5000006	Constitutional, legal and institutional implications of a common security and defence policy: possibilities offered by the Lisbon Treaty	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.30 Treaties in general', '8.50.01 Implementation of EU law']	CJ20	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(0.0, 19.0, 2.0)
53674	2015-05-21 12:19:04	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 13/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 19.0, 0.0)
53678	2015-05-21 12:19:37	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 17	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 19.0, 0.0)
53744	2015-05-21 12:21:12	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 19.0, 0.0)
53684	2015-05-21 12:20:57	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 28	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(2.0, 18.0, 0.0)
53683	2015-05-21 12:20:45	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 20	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(3.0, 17.0, 0.0)
53668	2015-05-21 12:18:08	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 3/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 19.0, 0.0)
53681	2015-05-21 12:20:31	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 19/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	EFDD	(1.0, 19.0, 0.0)
53677	2015-05-21 12:19:23	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 15/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	(0.0, 36.0, 4.0)
53682	2015-05-21 12:19:51	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 18	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	(0.0, 35.0, 5.0)
78102	2017-03-16 12:12:56	53.0	56a2dc7fd1d1c53cc5000006	Constitutional, legal and institutional implications of a common security and defence policy: possibilities offered by the Lisbon Treaty	Résolution	['6.10.02 Common security and defence policy; WEU, NATO', '8.30 Treaties in general', '8.50.01 Implementation of EU law']	CJ20	INI - Own-initiative procedure	Initiative	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	(2.0, 33.0, 5.0)
53674	2015-05-21 12:19:04	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 13/2	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	(4.0, 35.0, 1.0)
53678	2015-05-21 12:19:37	45.0	54bdbb0dd1d1c53ee200000a	Financing the Common Security and Defence Policy	§ 17	['6.10.02 Common security and defence policy; WEU, NATO', '8.70 Budget of the Union']	CJ15	INI - Own-initiative procedure	Initiative	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	ECR	(4.0, 34.0, 1.0)
